log_message,target_label,complexity,timestamp,source
HTTP request timeout for endpoint /api/orders,workflow_error,bert,2025-08-30 00:41:46,PaymentService
Replication lag exceeded threshold: 9 seconds,workflow_error,bert,2025-09-09 04:16:46,SecuritySystem
Memory allocation failed for 7729MB,workflow_error,bert,2025-08-22 16:21:46,PaymentService
Connection string configuration error,workflow_error,regex,2025-09-08 02:15:46,DatabaseSystem
File compression error,workflow_error,regex,2025-08-24 13:07:46,NotificationService
Load balancer health check failed for server-3,workflow_error,bert,2025-08-28 01:57:46,CacheService
Memory allocation failed for 5754MB,workflow_error,bert,2025-09-06 04:24:46,WorkflowEngine
Query execution failed: Connection timeout,workflow_error,bert,2025-09-11 10:16:46,SecuritySystem
Table products lock timeout exceeded,workflow_error,bert,2025-09-12 17:26:46,BackupService
File upload failed: file size exceeds 2871MB,workflow_error,regex,2025-08-23 16:41:46,APIGateway
Foreign key constraint violation in table users,workflow_error,regex,2025-08-21 06:50:46,ModernHR
Process nginx killed due to high memory usage,workflow_error,bert,2025-09-06 06:18:46,IntegrationService
Service order-service returned HTTP 503,workflow_error,bert,2025-09-09 11:19:46,APIGateway
Directory creation failed: /home/user,workflow_error,bert,2025-08-22 20:23:46,AnalyticsEngine
Permission denied accessing file data.csv,workflow_error,regex,2025-08-27 21:14:46,BackupService
HTTP request timeout for endpoint /api/payments,workflow_error,bert,2025-08-21 15:54:46,ConfigurationService
Workflow step failed: completion,workflow_error,regex,2025-09-05 21:26:46,WorkflowEngine
HTTP request timeout for endpoint /api/reports,workflow_error,regex,2025-08-23 19:18:46,ReportingService
Replication lag exceeded threshold: 6 seconds,workflow_error,llm,2025-09-02 17:40:46,APIGateway
Out of memory error in process nginx,workflow_error,bert,2025-08-18 02:30:46,IntegrationService
Database index corruption detected in table products,workflow_error,regex,2025-08-14 21:33:46,DatabaseSystem
HTTP request timeout for endpoint /api/users,workflow_error,llm,2025-08-20 23:17:46,UserPortal
Permission denied accessing file image.jpg,workflow_error,regex,2025-09-05 18:47:46,SecuritySystem
Connection refused to service auth-service,workflow_error,bert,2025-08-19 05:07:46,CacheService
Mount point /mnt/data unavailable,workflow_error,regex,2025-08-30 20:29:46,ReportingService
Database deadlock detected in transaction TXN93592,workflow_error,llm,2025-08-28 01:24:46,MonitoringSystem
Service auth-service returned HTTP 400,workflow_error,bert,2025-09-13 09:59:46,HRSystem
Service dependency billing-service unavailable,workflow_error,llm,2025-08-16 16:37:46,SecuritySystem
Connection pool exhausted - maximum 404 connections reached,workflow_error,regex,2025-09-10 16:55:46,ReportingService
API rate limit exceeded: 5793 requests per minute,workflow_error,bert,2025-08-17 23:22:46,ModernHR
DNS resolution failed for domain secure.company.com,workflow_error,llm,2025-09-04 00:52:46,SecuritySystem
Resource limit exceeded: disk,workflow_error,llm,2025-08-14 14:49:46,NotificationService
Out of memory error in process node,workflow_error,llm,2025-08-21 21:15:46,NotificationService
Data processing error in batch BATCH_3751,workflow_error,llm,2025-08-26 22:34:46,BillingSystem
Connection pool exhausted - maximum 947 connections reached,workflow_error,llm,2025-08-26 08:22:46,BillingSystem
File config.json not found,workflow_error,bert,2025-08-30 08:39:46,AnalyticsEngine
File already exists: report.xlsx,workflow_error,regex,2025-08-21 08:54:46,FileSystem
Memory leak detected in component api,workflow_error,llm,2025-08-14 23:16:46,HRSystem
Database trigger error in table products,workflow_error,bert,2025-09-13 04:11:46,FileSystem
Database connection timeout after 252 seconds,workflow_error,bert,2025-08-20 10:39:46,PaymentService
Load balancer health check failed for server-1,workflow_error,bert,2025-09-09 16:08:46,MonitoringSystem
DNS resolution failed for domain api.company.com,workflow_error,regex,2025-09-12 12:40:46,ModernHR
Replication lag exceeded threshold: 20 seconds,workflow_error,regex,2025-09-01 11:05:46,PaymentService
File report.xlsx not found,workflow_error,bert,2025-08-25 11:57:46,APIGateway
Table users lock timeout exceeded,workflow_error,regex,2025-08-25 15:31:46,WorkflowEngine
Table logs lock timeout exceeded,workflow_error,regex,2025-08-26 19:13:46,ConfigurationService
Database trigger error in table users,workflow_error,regex,2025-08-22 07:10:46,PaymentService
Serialization error for object Order,workflow_error,bert,2025-08-20 15:51:46,BackupService
Data processing error in batch BATCH_9426,workflow_error,regex,2025-08-31 19:58:46,ReportingService
Database index corruption detected in table logs,workflow_error,llm,2025-09-13 04:52:46,AuthService
File lock acquisition timeout,workflow_error,regex,2025-09-03 03:28:46,SecuritySystem
Database disk space critically low: 202% full,workflow_error,bert,2025-08-21 00:08:46,FileSystem
Disk I/O error on volume /dev/sda1,workflow_error,bert,2025-08-26 19:02:46,ReportingService
Stack overflow in function validateUser,workflow_error,regex,2025-08-15 08:15:46,ReportingService
Database trigger error in table invoices,workflow_error,llm,2025-09-04 20:11:46,ConfigurationService
Database backup failed: insufficient disk space,workflow_error,bert,2025-08-16 07:52:46,BackupService
Memory allocation failed for 9067MB,workflow_error,regex,2025-09-08 04:53:46,HRSystem
Plugin {plugin} initialization failed,workflow_error,llm,2025-08-18 11:50:46,APIGateway
Thread pool exhausted: 56 threads active,workflow_error,llm,2025-09-01 15:48:46,BackupService
File already exists: image.jpg,workflow_error,regex,2025-09-01 09:10:46,BackupService
Database trigger error in table orders,workflow_error,bert,2025-08-26 20:33:46,ConfigurationService
Out of memory error in process java,workflow_error,llm,2025-09-05 17:57:46,WorkflowEngine
File image.jpg not found,workflow_error,bert,2025-09-10 08:54:46,BackupService
API rate limit exceeded: 3462 requests per minute,workflow_error,regex,2025-08-17 11:24:46,HRSystem
Foreign key constraint violation in table orders,workflow_error,llm,2025-08-31 08:51:46,AnalyticsEngine
Rule engine evaluation error,workflow_error,regex,2025-08-24 02:31:46,BackupService
Database migration failed at step validation,workflow_error,bert,2025-08-14 16:37:46,UserPortal
CPU usage exceeded threshold: 69%,workflow_error,regex,2025-09-12 08:08:46,LoggingService
API rate limit exceeded: 5447 requests per minute,workflow_error,bert,2025-08-21 08:28:46,WorkflowEngine
Replication lag exceeded threshold: 16 seconds,workflow_error,regex,2025-09-07 06:41:46,WorkflowEngine
Session expired for user alice.brown,workflow_error,bert,2025-09-04 02:43:46,LoggingService
Data processing error in batch BATCH_7961,workflow_error,regex,2025-09-13 03:52:46,HRSystem
Service dependency user-service unavailable,workflow_error,llm,2025-08-29 01:15:46,AuthService
Service billing-service returned HTTP 404,workflow_error,bert,2025-08-20 18:09:46,APIGateway
Database constraint violation: fk_user_id,workflow_error,regex,2025-09-04 06:11:46,WorkflowEngine
Service order-service returned HTTP 502,workflow_error,regex,2025-09-07 04:54:46,HRSystem
Network packet loss detected: 6%,workflow_error,bert,2025-09-07 08:29:46,WorkflowEngine
Memory allocation failed for 1715MB,workflow_error,regex,2025-08-15 10:39:46,AnalyticsEngine
Database deadlock detected in transaction TXN45770,workflow_error,regex,2025-09-04 16:02:46,MonitoringSystem
File upload failed: file size exceeds 6548MB,workflow_error,llm,2025-08-25 08:20:46,BillingSystem
Query timeout exceeded: SELECT * FROM large_table WHERE complex_condition took 347ms,workflow_error,llm,2025-08-27 00:22:46,APIGateway
DNS resolution failed for domain app.company.com,workflow_error,regex,2025-08-27 09:32:46,ReportingService
Replication lag exceeded threshold: 17 seconds,workflow_error,llm,2025-08-30 20:16:46,IntegrationService
Mount point /backup unavailable,workflow_error,regex,2025-08-30 13:06:46,FileSystem
File data.csv not found,workflow_error,llm,2025-08-25 11:58:46,AnalyticsEngine
Data processing error in batch BATCH_5774,workflow_error,bert,2025-09-03 23:42:46,IntegrationService
Connection refused to service billing-service,workflow_error,llm,2025-08-17 02:43:46,AnalyticsEngine
Replication lag exceeded threshold: 27 seconds,workflow_error,bert,2025-09-01 19:41:46,UserPortal
Database index corruption detected in table users,workflow_error,llm,2025-09-09 22:58:46,AnalyticsEngine
API rate limit exceeded: 6348 requests per minute,workflow_error,regex,2025-08-19 05:36:46,BackupService
Service dependency auth-service unavailable,workflow_error,bert,2025-09-01 10:38:46,ModernHR
Memory allocation failed for 5838MB,workflow_error,regex,2025-08-31 17:19:46,PaymentService
Foreign key constraint violation in table logs,workflow_error,bert,2025-09-12 21:55:46,APIGateway
Business rule violation: required_documents,workflow_error,bert,2025-09-07 10:42:46,BillingSystem
Resource limit exceeded: cpu,workflow_error,regex,2025-08-14 15:27:46,MonitoringSystem
Disk I/O error on volume C:,workflow_error,regex,2025-09-09 07:19:46,PaymentService
Serialization error for object User,workflow_error,bert,2025-09-05 01:47:46,UserPortal
Database constraint violation: fk_product_id,workflow_error,bert,2025-09-03 17:26:46,PaymentService
API rate limit exceeded: 532 requests per minute,workflow_error,regex,2025-09-04 13:26:46,IntegrationService
Database connection timeout after 59 seconds,workflow_error,llm,2025-09-07 15:54:46,MonitoringSystem
File already exists: config.json,workflow_error,regex,2025-09-02 05:34:46,MonitoringSystem
Query timeout exceeded: SELECT * FROM large_table WHERE complex_condition took 303ms,workflow_error,llm,2025-09-02 22:19:46,AuthService
Memory allocation failed for 4130MB,workflow_error,llm,2025-09-05 08:24:46,MonitoringSystem
Circuit breaker opened for service user-service,workflow_error,regex,2025-08-21 22:52:46,WorkflowEngine
Database disk space critically low: 684% full,workflow_error,bert,2025-09-04 06:59:46,AuthService
Connection pool exhausted - maximum 679 connections reached,workflow_error,llm,2025-09-06 03:23:46,UserPortal
File upload failed: file size exceeds 6119MB,workflow_error,bert,2025-08-31 11:11:46,AnalyticsEngine
API rate limit exceeded: 9088 requests per minute,workflow_error,regex,2025-08-19 18:46:46,DatabaseSystem
Connection pool exhausted - maximum 196 connections reached,workflow_error,bert,2025-09-05 20:54:46,ConfigurationService
Replication lag exceeded threshold: 26 seconds,workflow_error,llm,2025-08-21 01:22:46,ConfigurationService
Database deadlock detected in transaction TXN71700,workflow_error,bert,2025-09-11 01:51:46,MonitoringSystem
Connection pool exhausted - maximum 492 connections reached,workflow_error,bert,2025-08-21 21:50:46,CacheService
Validation failed: name is required,workflow_error,regex,2025-08-25 12:33:46,PaymentService
Database disk space critically low: 1170% full,workflow_error,regex,2025-08-31 12:44:46,LoggingService
Thread pool exhausted: 105 threads active,workflow_error,llm,2025-09-04 12:09:46,BillingSystem
Thread pool exhausted: 159 threads active,workflow_error,llm,2025-09-13 00:55:46,SecuritySystem
Validation failed: phone is required,workflow_error,regex,2025-09-01 20:54:46,BackupService
Connection pool exhausted - maximum 506 connections reached,workflow_error,llm,2025-09-04 18:16:46,APIGateway
Memory allocation failed for 6954MB,workflow_error,regex,2025-09-03 16:54:46,UserPortal
Replication lag exceeded threshold: 8 seconds,workflow_error,regex,2025-08-15 20:06:46,FileSystem
Load balancer health check failed for server-2,workflow_error,bert,2025-09-04 21:39:46,MonitoringSystem
Service user-service returned HTTP 502,workflow_error,bert,2025-08-30 23:05:46,MonitoringSystem
Service user-service returned HTTP 503,workflow_error,llm,2025-09-11 03:09:46,DatabaseSystem
API rate limit exceeded: 2067 requests per minute,workflow_error,bert,2025-08-19 01:21:46,BillingSystem
Circuit breaker opened for service billing-service,workflow_error,bert,2025-09-02 12:44:46,FileSystem
SSL handshake failed for api.example.com,workflow_error,regex,2025-08-23 21:25:46,UserPortal
Permission denied accessing file report.xlsx,workflow_error,bert,2025-09-07 20:25:46,AnalyticsEngine
Query timeout exceeded: SELECT * FROM large_table WHERE complex_condition took 693ms,workflow_error,llm,2025-08-30 09:07:46,ModernHR
VPN tunnel compromise suspected,security_alert,bert,2025-08-27 17:43:46,DatabaseSystem
Third-party data sharing violation,security_alert,bert,2025-08-24 06:50:46,DatabaseSystem
Suspicious data transfer pattern,security_alert,llm,2025-08-16 08:35:46,BackupService
Password spray attack identified,security_alert,regex,2025-09-08 08:10:46,PaymentService
Network isolation breach,security_alert,llm,2025-09-04 09:55:46,WorkflowEngine
Data retention policy violation,security_alert,bert,2025-08-18 13:55:46,BackupService
Network behavior baseline deviation,security_alert,regex,2025-09-11 17:05:46,BackupService
Port scan detected from IP 192.168.3.14,security_alert,llm,2025-09-13 01:42:46,HRSystem
Network infrastructure targeting,security_alert,llm,2025-08-18 08:40:46,APIGateway
Suspicious login pattern detected,security_alert,llm,2025-09-01 02:28:46,DatabaseSystem
Privilege escalation attempt blocked,security_alert,regex,2025-08-31 02:02:46,DatabaseSystem
Accountability principle violation,security_alert,llm,2025-08-16 12:52:46,SecuritySystem
Encryption bypass attempt detected,security_alert,llm,2025-09-01 22:56:46,MonitoringSystem
Phishing email blocked,security_alert,llm,2025-09-10 18:49:46,ConfigurationService
Data classification violation,security_alert,regex,2025-08-16 20:41:46,AnalyticsEngine
International transfer violation,security_alert,regex,2025-09-08 16:52:46,IntegrationService
Data processor violation detected,security_alert,llm,2025-09-06 17:39:46,DatabaseSystem
Network load balancing manipulation,security_alert,bert,2025-09-05 14:11:46,CacheService
Network routing manipulation,security_alert,bert,2025-09-10 17:26:46,ReportingService
Suspicious script execution prevented,security_alert,bert,2025-08-24 23:45:46,NotificationService
Network session hijacking,security_alert,bert,2025-09-03 15:28:46,UserPortal
Storage limitation violation,security_alert,llm,2025-08-25 02:58:46,IntegrationService
Backdoor communication blocked,security_alert,regex,2025-08-20 06:04:46,BillingSystem
Suspicious network automation,security_alert,llm,2025-09-13 07:18:46,AnalyticsEngine
Network device compromise suspected,security_alert,bert,2025-08-18 06:08:46,FileSystem
PII access violation detected,security_alert,regex,2025-08-20 01:11:46,ConfigurationService
Network security framework bypass,security_alert,regex,2025-09-09 16:17:46,WorkflowEngine
Token theft attempt detected,security_alert,bert,2025-08-16 22:23:46,MonitoringSystem
Suspicious network protocol usage,security_alert,llm,2025-09-12 15:01:46,ConfigurationService
Regulatory investigation risk,security_alert,regex,2025-08-30 21:31:46,APIGateway
Lateral movement attempt blocked,security_alert,llm,2025-09-01 20:49:46,BillingSystem
Unauthorized data decryption,security_alert,llm,2025-08-18 08:26:46,WorkflowEngine
Data integrity violation,security_alert,llm,2025-08-21 01:27:46,UserPortal
Data protection officer notification,security_alert,bert,2025-08-15 05:34:46,MonitoringSystem
Exploit kit activity detected,security_alert,regex,2025-09-10 20:52:46,MonitoringSystem
Article 29 Working Party guidance,security_alert,llm,2025-09-05 23:55:46,ReportingService
Legitimate interests balance test,security_alert,regex,2025-09-07 10:12:46,AuthService
Network automation rule violation,security_alert,bert,2025-08-17 18:49:46,APIGateway
Time-based anomaly: login at 211,security_alert,llm,2025-08-17 03:06:46,CacheService
Network broadcast anomaly,security_alert,bert,2025-09-11 22:03:46,FileSystem
Network policy violation,security_alert,llm,2025-08-21 12:55:46,CacheService
Data minimization principle violated,security_alert,bert,2025-09-05 18:22:46,ReportingService
Network service exploitation attempt,security_alert,bert,2025-08-22 17:41:46,NotificationService
Network time anomaly detected,security_alert,bert,2025-09-10 04:59:46,FileSystem
Standard contractual clauses breach,security_alert,bert,2025-09-09 00:14:46,ReportingService
Joint operation required,security_alert,regex,2025-08-24 19:10:46,ModernHR
Network reconnaissance detected,security_alert,regex,2025-08-16 18:54:46,APIGateway
Session hijacking attempt detected,security_alert,bert,2025-08-14 10:58:46,HRSystem
Command and control communication,security_alert,bert,2025-08-31 09:48:46,WorkflowEngine
Wireless security breach attempt,security_alert,bert,2025-08-15 05:55:46,HRSystem
Network performance degradation attack,security_alert,llm,2025-09-01 17:37:46,CacheService
Malware detected in file data.csv,security_alert,bert,2025-08-25 17:17:46,AnalyticsEngine
Network artificial intelligence bypass,security_alert,llm,2025-09-02 14:50:46,ModernHR
Network container escape attempt,security_alert,llm,2025-09-07 14:25:46,NotificationService
Network virtualization breach,security_alert,regex,2025-09-06 02:17:46,AuthService
Network policy enforcement failure,security_alert,bert,2025-09-13 09:59:46,ReportingService
Network configuration tampering,security_alert,bert,2025-09-04 12:02:46,ModernHR
Account lockout activated for user mike.johnson,security_alert,bert,2025-08-29 00:20:46,CacheService
Network incident response interference,security_alert,llm,2025-09-02 20:09:46,APIGateway
Individual notification triggered,security_alert,regex,2025-08-20 09:06:46,ConfigurationService
Network service impersonation,security_alert,regex,2025-08-20 08:49:46,FileSystem
GDPR compliance violation alert,security_alert,llm,2025-08-23 00:34:46,UserPortal
Network infrastructure as code tampering,security_alert,llm,2025-08-31 00:35:46,MonitoringSystem
Network capacity exhaustion attack,security_alert,bert,2025-09-13 00:22:46,LoggingService
Code of conduct violation,security_alert,llm,2025-09-10 21:19:46,CacheService
Official authority exemption misuse,security_alert,llm,2025-08-17 07:42:46,APIGateway
Data portability request anomaly,security_alert,llm,2025-08-18 22:44:46,AuthService
Network trust relationship abuse,security_alert,llm,2025-09-02 23:30:46,NotificationService
Network tunneling violation,security_alert,bert,2025-08-18 19:31:46,IntegrationService
Network device credential compromise,security_alert,regex,2025-09-05 11:09:46,DatabaseSystem
Network connection flooding,security_alert,llm,2025-08-30 20:55:46,ReportingService
Network micro-segmentation breach,security_alert,bert,2025-08-22 02:03:46,MonitoringSystem
Data mapping inconsistency,security_alert,regex,2025-08-30 23:17:46,FileSystem
Packet capture anomaly,security_alert,bert,2025-09-02 03:54:46,BillingSystem
Multiple failed authentication attempts for user bob.wilson,security_alert,bert,2025-08-18 19:00:46,MonitoringSystem
Network configuration drift exploitation,security_alert,llm,2025-08-16 02:31:46,APIGateway
Record of processing violation,security_alert,llm,2025-08-28 08:48:46,IntegrationService
Certification revocation risk,security_alert,regex,2025-08-14 17:41:46,MonitoringSystem
Network privilege boundary crossing,security_alert,llm,2025-09-05 16:16:46,NotificationService
Lead supervisory authority conflict,security_alert,bert,2025-08-19 12:12:46,AuthService
Business continuity impact evaluated,security_alert,llm,2025-08-19 05:36:46,FileSystem
Consistency mechanism triggered,security_alert,regex,2025-08-16 15:52:46,AnalyticsEngine
Personal data misuse detected,security_alert,bert,2025-08-28 18:26:46,PaymentService
Network namespace violation,security_alert,bert,2025-09-07 21:48:46,WorkflowEngine
Network encryption bypass attempt,security_alert,regex,2025-08-18 06:19:46,APIGateway
Critical network service disruption,security_alert,regex,2025-09-10 22:31:46,WorkflowEngine
Customer trust impact measured,security_alert,bert,2025-08-19 12:45:46,BackupService
Unusual network traffic pattern,security_alert,regex,2025-08-30 23:53:46,AnalyticsEngine
Supervisory authority notification required,security_alert,bert,2025-08-15 12:42:46,BackupService
Suspicious database query detected,security_alert,regex,2025-09-10 06:14:46,LoggingService
Accuracy principle violation detected,security_alert,regex,2025-08-24 05:00:46,CacheService
Sensitive data exposure prevented,security_alert,regex,2025-08-23 00:42:46,CacheService
Malicious network traffic blocked,security_alert,llm,2025-09-08 22:42:46,BackupService
SQL injection attempt detected,security_alert,llm,2025-09-01 11:18:46,NotificationService
Suspicious process behavior,security_alert,llm,2025-08-27 03:31:46,DatabaseSystem
Suspicious DNS query detected,security_alert,llm,2025-08-23 16:31:46,AnalyticsEngine
Public interest task violation,security_alert,bert,2025-08-21 02:04:46,BackupService
Cryptomining malware detected,security_alert,llm,2025-09-14 01:19:46,DatabaseSystem
Network control plane interference,security_alert,bert,2025-08-28 18:47:46,DatabaseSystem
Automated decision-making oversight,security_alert,bert,2025-09-06 18:09:46,FileSystem
Professional secrecy obligation,security_alert,bert,2025-09-05 02:22:46,CacheService
Ransomware activity detected,security_alert,bert,2025-08-31 15:51:46,CacheService
Cross-site scripting attempt blocked,security_alert,bert,2025-09-01 22:47:46,ConfigurationService
Purpose limitation violation,security_alert,bert,2025-09-07 03:00:46,NotificationService
Zero-day exploit attempt detected,security_alert,regex,2025-08-25 21:34:46,CacheService
Virus scan found 251 threats,security_alert,llm,2025-08-27 07:53:46,CacheService
Vital interests assessment failure,security_alert,regex,2025-08-23 06:06:46,ModernHR
Brute force attack detected on endpoint /api/users,security_alert,llm,2025-08-25 14:27:46,LoggingService
Sectoral regulation conflict,security_alert,regex,2025-09-07 07:36:46,ReportingService
National law compliance failure,security_alert,llm,2025-09-01 16:21:46,WorkflowEngine
Network orchestration tampering,security_alert,llm,2025-09-05 20:39:46,AuthService
Time-based anomaly: login at 716,security_alert,llm,2025-09-09 22:26:46,UserPortal
Account lockout activated for user sarah.smith,security_alert,llm,2025-08-22 22:04:46,HRSystem
Suspicious data aggregation pattern,security_alert,bert,2025-09-04 18:02:46,UserPortal
Reputation damage risk assessed,security_alert,bert,2025-08-27 00:00:46,ConfigurationService
Network resource exhaustion,security_alert,llm,2025-09-07 12:52:46,ReportingService
Rogue device detected on network,security_alert,regex,2025-09-08 15:10:46,BillingSystem
VPN connection anomaly,security_alert,bert,2025-08-26 15:28:46,MonitoringSystem
DDoS attack identified,security_alert,regex,2025-09-03 17:07:46,APIGateway
Data anonymization failure,security_alert,bert,2025-08-22 12:44:46,AuthService
Network segmentation violation,security_alert,llm,2025-08-28 22:40:46,IntegrationService
Network multicast abuse,security_alert,llm,2025-08-25 13:53:46,BillingSystem
Virus scan found 212 threats,security_alert,llm,2025-09-03 00:59:46,LoggingService
Certification mechanism failure,security_alert,llm,2025-08-18 00:44:46,WorkflowEngine
Network access control violation,security_alert,regex,2025-08-17 09:25:46,APIGateway
Buffer overflow attack prevented,security_alert,bert,2025-08-22 17:08:46,DatabaseSystem
Virus scan found 461 threats,security_alert,bert,2025-08-25 11:36:46,ConfigurationService
Cross-network contamination risk,security_alert,regex,2025-08-24 12:49:46,MonitoringSystem
Integrity and confidentiality breach,security_alert,llm,2025-09-04 06:44:46,HRSystem
Data breach attempt identified,security_alert,regex,2025-09-06 01:14:46,IntegrationService
Suspicious user agent detected: Mozilla/5.0 (Suspicious Bot),security_alert,bert,2025-09-07 06:10:46,AnalyticsEngine
Compensation claim risk identified,security_alert,llm,2025-09-12 15:31:46,FileSystem
Firewall rule violation detected,security_alert,regex,2025-09-03 07:46:46,BackupService
Sensitive document access anomaly,security_alert,bert,2025-09-11 22:07:46,DatabaseSystem
Rootkit activity suspected,security_alert,regex,2025-09-11 15:58:46,BackupService
Network data plane manipulation,security_alert,bert,2025-08-23 05:39:46,UserPortal
Consent violation detected,security_alert,regex,2025-09-06 10:38:46,ModernHR
Unauthorized login attempt detected from IP 192.168.55.63,security_alert,bert,2025-08-15 19:01:46,AnalyticsEngine
Consent withdrawal processing,security_alert,llm,2025-08-28 02:48:46,LoggingService
Network redundancy failure exploit,security_alert,regex,2025-09-06 15:07:46,AnalyticsEngine
Data loss prevention alert,security_alert,llm,2025-08-30 00:49:46,ConfigurationService
Network compliance baseline violation,security_alert,regex,2025-09-12 03:21:46,ConfigurationService
Network identity theft,security_alert,regex,2025-08-17 02:34:46,AnalyticsEngine
Multiple failed authentication attempts for user sarah.smith,security_alert,regex,2025-08-20 19:53:46,FileSystem
Profiling impact assessment required,security_alert,llm,2025-08-15 19:17:46,WorkflowEngine
Time-based anomaly: login at 517,security_alert,llm,2025-08-14 11:05:46,SecuritySystem
Privacy policy violation detected,security_alert,llm,2025-08-16 02:39:46,ConfigurationService
Unauthorized data access detected,security_alert,bert,2025-09-06 04:51:46,BackupService
Suspicious outbound connection,security_alert,regex,2025-09-10 16:35:46,DatabaseSystem
Network threat intelligence evasion,security_alert,bert,2025-08-26 12:06:46,PaymentService
Network orchestration workflow compromise,security_alert,llm,2025-08-20 16:53:46,AuthService
Binding corporate rules violation,security_alert,llm,2025-08-15 12:22:46,DatabaseSystem
Feature flag feature_x being retired,deprecation_warning,llm,2025-08-22 23:49:46,PaymentService
Command line flag beta_feature no longer supported,deprecation_warning,llm,2025-09-09 13:40:46,ModernHR
Legacy SSL/TLS versions will be disabled,deprecation_warning,bert,2025-09-03 15:01:46,ReportingService
Workflow onboarding process being updated,deprecation_warning,llm,2025-09-09 21:43:46,ReportingService
Business rule required_documents will change,deprecation_warning,regex,2025-09-10 00:34:46,AnalyticsEngine
Cloud service auth-service being sunset,deprecation_warning,regex,2025-08-15 19:03:46,BackupService
Compression algorithm RC4 outdated,deprecation_warning,bert,2025-09-03 03:24:46,ModernHR
KPI user_retention definition updating,deprecation_warning,bert,2025-08-27 18:04:46,ModernHR
Legacy function calculateTotal should be replaced,deprecation_warning,llm,2025-08-31 00:26:46,HRSystem
Deprecated method process called in UserService,deprecation_warning,regex,2025-08-15 01:36:46,AnalyticsEngine
Legacy SDK version v4.6.8 deprecated,deprecation_warning,regex,2025-08-25 01:03:46,UserPortal
Approval process node changing,deprecation_warning,bert,2025-08-27 05:54:46,AnalyticsEngine
Programming language Python 2.7 version unsupported,deprecation_warning,llm,2025-08-23 03:19:46,BillingSystem
Best practice testing_strategy evolving,deprecation_warning,regex,2025-08-23 18:38:46,CacheService
Protocol HTTP/1.1 version outdated,deprecation_warning,regex,2025-09-02 15:41:46,BillingSystem
Runtime environment Python 2.7 being phased out,deprecation_warning,regex,2025-08-26 14:06:46,IntegrationService
Legacy function validateUser should be replaced,deprecation_warning,bert,2025-08-22 12:49:46,IntegrationService
Encoding DES no longer recommended,deprecation_warning,llm,2025-09-06 02:08:46,FileSystem
Class UserService marked for deprecation,deprecation_warning,bert,2025-08-31 12:52:46,LoggingService
Infrastructure tool Gradle 3.x deprecated,deprecation_warning,bert,2025-08-20 03:45:46,DatabaseSystem
Template billing format changing,deprecation_warning,llm,2025-08-22 10:04:46,FileSystem
XML response format deprecated,deprecation_warning,bert,2025-09-01 22:30:46,MonitoringSystem
Authentication header X-API-Key deprecated,deprecation_warning,regex,2025-09-03 06:56:46,ModernHR
Encryption method process weak,deprecation_warning,llm,2025-09-13 20:45:46,HRSystem
Search engine Solr 6.x version unsupported,deprecation_warning,bert,2025-08-29 03:13:46,AnalyticsEngine
Metric throughput calculation changing,deprecation_warning,regex,2025-09-07 05:03:46,PaymentService
Package manager pip 9 version outdated,deprecation_warning,regex,2025-08-31 23:25:46,AuthService
Hash algorithm DES deprecated,deprecation_warning,regex,2025-08-26 19:05:46,CacheService
Container image node:10 contains deprecated packages,deprecation_warning,regex,2025-08-24 16:08:46,BackupService
Methodology agile_process being updated,deprecation_warning,regex,2025-08-27 06:32:46,SecuritySystem
Module authentication will be removed,deprecation_warning,llm,2025-08-22 00:45:46,CacheService
Configuration file format SOAP outdated,deprecation_warning,bert,2025-09-02 17:39:46,DatabaseSystem
Setting max_size has new recommended value,deprecation_warning,llm,2025-08-24 01:10:46,CacheService
Protocol TLS 1.0 version outdated,deprecation_warning,regex,2025-08-27 11:05:46,MonitoringSystem
Command line flag feature_x no longer supported,deprecation_warning,bert,2025-08-24 09:55:46,DatabaseSystem
Web server server-9 version has known issues,deprecation_warning,bert,2025-09-03 11:59:46,ConfigurationService
Monitoring tool Maven 2.x being replaced,deprecation_warning,regex,2025-09-08 20:05:46,LoggingService
Business rule min_age will change,deprecation_warning,llm,2025-09-12 10:52:46,FileSystem
Compliance requirement SOX_audit updating,deprecation_warning,regex,2025-08-22 09:15:46,APIGateway
Interface IUserService changing signature,deprecation_warning,regex,2025-08-26 14:06:46,CacheService
Contract template billing outdated,deprecation_warning,bert,2025-09-13 23:13:46,AuthService
Compliance requirement GDPR_compliance updating,deprecation_warning,llm,2025-08-15 02:14:46,ConfigurationService
Module reporting will be removed,deprecation_warning,bert,2025-09-03 01:29:46,CacheService
API callback mechanism changing,deprecation_warning,llm,2025-08-29 11:31:46,DatabaseSystem
API pagination method changing in v4.8.0,deprecation_warning,llm,2025-09-05 05:10:46,AnalyticsEngine
HTTP method validate deprecated for endpoint /api/payments,deprecation_warning,llm,2025-09-07 19:48:46,SecuritySystem
"API parameter session_id is deprecated, use user_id instead",deprecation_warning,llm,2025-08-18 14:44:46,DatabaseSystem
"Response format XML deprecated, migrate to REST",deprecation_warning,regex,2025-08-16 05:06:46,BillingSystem
Logging framework Rails 4.x deprecated,deprecation_warning,bert,2025-08-30 05:37:46,UserPortal
API testing framework changing,deprecation_warning,regex,2025-09-12 04:53:46,ModernHR
Training material training_video outdated,deprecation_warning,bert,2025-09-12 23:07:46,PaymentService
KPI conversion_rate definition updating,deprecation_warning,bert,2025-08-15 06:17:46,BillingSystem
